,complaint,total,home_count,admit_count,home_pp,admit_pp
1347,copd exacerbation,11,2.0,9.0,0.18181818181818182,0.8181818181818182
1355,resp failure,11,1.0,10.0,0.09090909090909091,0.9090909090909091
1374,stridor,11,2.0,9.0,0.18181818181818182,0.8181818181818182
1375,intubated ich,11,0.0,11.0,0.0,1.0
1378,+ trop,11,2.0,9.0,0.18181818181818182,0.8181818181818182
1383,low platelets,11,1.0,10.0,0.09090909090909091,0.9090909090909091
1388,pancreatic mass,11,1.0,10.0,0.09090909090909091,0.9090909090909091
1389,new brain mass,11,1.0,10.0,0.09090909090909091,0.9090909090909091
1390,s/p tpa,11,1.0,10.0,0.09090909090909091,0.9090909090909091
1401,colitis,10,1.0,9.0,0.1,0.9
1423,rehab placement,10,0.0,10.0,0.0,1.0
1426,leg edema,10,1.0,9.0,0.1,0.9
1461,vomitting blood,10,1.0,9.0,0.1,0.9
1468,right foot ulcer,10,1.0,9.0,0.1,0.9
1471,hemothorax,10,1.0,9.0,0.1,0.9
1479,pulmonary emboli,10,0.0,10.0,0.0,1.0
1482,epidural abcess,10,0.0,10.0,0.0,1.0
1485,r pleural effusion,10,1.0,9.0,0.1,0.9
1486,portal vein thrombosis,10,0.0,10.0,0.0,1.0
1488,arrest,10,0.0,10.0,0.0,1.0
1490,weakness ,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1494,complete heart block,9,0.0,9.0,0.0,1.0
1497,intubated head bleed,9,0.0,9.0,0.0,1.0
1498,?sbo,9,0.0,9.0,0.0,1.0
1502,fever/chemo,9,0.0,9.0,0.0,1.0
1510,lung mass,9,0.0,9.0,0.0,1.0
1511,subdural hematoma,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1517,osteomyelitis,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1527,mi,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1530,epidural abscess,9,0.0,9.0,0.0,1.0
1550,elbow fracture,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1566,s/p hanging,9,0.0,9.0,0.0,1.0
1569,hot and low,9,0.0,9.0,0.0,1.0
1583,abnormal head ct,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1588,left leg infection,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1593,rp bleed,9,0.0,9.0,0.0,1.0
1601,hanging,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1609,mandibular fx,9,1.0,8.0,0.1111111111111111,0.8888888888888888
1614,delta ms,8,1.0,7.0,0.125,0.875
1620,lle redness,8,1.0,7.0,0.125,0.875
1621,pacer eval,8,0.0,8.0,0.0,1.0
1622,abnl ct scan,8,0.0,8.0,0.0,1.0
1633,wt loss,8,1.0,7.0,0.125,0.875
1640,abnormal us,8,0.0,8.0,0.0,1.0
1659,c spine fx,8,1.0,7.0,0.125,0.875
1663,cbd stone,8,0.0,8.0,0.0,1.0
1665,cirrhosis,8,1.0,7.0,0.125,0.875
1679,left hip fracture,8,1.0,7.0,0.125,0.875
1681,mass,8,1.0,7.0,0.125,0.875
1683,saddle pe,8,0.0,8.0,0.0,1.0
1697,pneumo,8,0.0,8.0,0.0,1.0
1712,splenic lac,8,0.0,8.0,0.0,1.0
1718,orthostatic hypotension,8,1.0,7.0,0.125,0.875
1726,hydrocephalus,8,1.0,7.0,0.125,0.875
1729,abd pain/constipation,8,1.0,7.0,0.125,0.875
1732,pancytopenia,8,0.0,8.0,0.0,1.0
1734,v tach,8,0.0,8.0,0.0,1.0
1739,dyspnea/cp,8,1.0,7.0,0.125,0.875
1742,b arm swelling,8,1.0,7.0,0.125,0.875
1743,weakness/sob,8,0.0,8.0,0.0,1.0
1753,skull fx,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1769,r/o sbo,7,0.0,7.0,0.0,1.0
1771,elevated creat,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1774,hypoxic,7,0.0,7.0,0.0,1.0
1779,elevated lfts,7,0.0,7.0,0.0,1.0
1790,abd abscess,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1792,vt,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1816,spine eval,7,0.0,7.0,0.0,1.0
1819,dysarthria,7,0.0,7.0,0.0,1.0
1822,abnormal labs ,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1823,fever and chills,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1824,dyspnea/cough,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1828,elev lft's,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1829,vomiting coffee grounds,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1833,volvulus,7,0.0,7.0,0.0,1.0
1844,+pe,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1845,liver lac,7,0.0,7.0,0.0,1.0
1846,r leg infection,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1848,admission,7,0.0,7.0,0.0,1.0
1849,uc flare,7,0.0,7.0,0.0,1.0
1851,septic,7,0.0,7.0,0.0,1.0
1852,brain mets,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1869,abn mri,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1887,pallor/anemia,7,0.0,7.0,0.0,1.0
1889,chf exacerbation,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1900,atv accident,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1912,fever/neutropenia,7,0.0,7.0,0.0,1.0
1919,lower extremity weakness,7,0.0,7.0,0.0,1.0
1922,l pneumothorax,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1925,brady,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1938,blood clot,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1951,found on floor,7,1.0,6.0,0.14285714285714285,0.8571428571428571
1957,irregular heart beat,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1970,r/o epidural abcess,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1974,mvc transfer,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1976,l knee infection,6,1.0,5.0,0.16666666666666666,0.8333333333333334
1981,rhabdo,6,0.0,6.0,0.0,1.0
1988,for mri,6,0.0,6.0,0.0,1.0
1990,tarry stool,6,0.0,6.0,0.0,1.0
2003,orthopnea,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2004,chrones flare,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2008,l elbow fx,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2012,r pneumothorax,6,0.0,6.0,0.0,1.0
2024,hydronephrosis,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2027,+ appy,6,0.0,6.0,0.0,1.0
2031,left ankle fx,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2032,sdh transfer,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2038,elbow fx,6,0.0,6.0,0.0,1.0
2040,left femur fx,6,0.0,6.0,0.0,1.0
2041,wt gain,6,0.0,6.0,0.0,1.0
2043,sob/weakness,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2044,+ve blc,6,0.0,6.0,0.0,1.0
2058,gangrene,6,0.0,6.0,0.0,1.0
2066,fistula,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2067,gallstone,6,0.0,6.0,0.0,1.0
2068,elev wbc,6,0.0,6.0,0.0,1.0
2074,gi bleeding,6,0.0,6.0,0.0,1.0
2076,s/p unresponsiveness,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2078,cdiff,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2079,right femur fx,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2083,colitis flare,6,0.0,6.0,0.0,1.0
2089,av fistula eval,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2103,gallstone pancreatitis,6,0.0,6.0,0.0,1.0
2105,shaking chills,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2110,abd pain/weakness,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2112,+blood cx,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2114,left tib/fib fx,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2115,altered,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2123,aortic disection,6,0.0,6.0,0.0,1.0
2124,delusional,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2131,r/o appy,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2136,l arm dvt,6,0.0,6.0,0.0,1.0
2138,+trop,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2139,ugib,6,0.0,6.0,0.0,1.0
2141,acities,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2149,ischemic bowel,6,0.0,6.0,0.0,1.0
2150,r toe redness,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2154,status,6,0.0,6.0,0.0,1.0
2161,needs admission,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2163,necrotic toe,6,0.0,6.0,0.0,1.0
2164,?gib,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2170,suicidal ideations,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2174,bilateral le edema,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2175,low blood pressure,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2176,alt mental status,6,1.0,5.0,0.16666666666666666,0.8333333333333334
2177,l tib/fib fracture,6,0.0,6.0,0.0,1.0
2218,infected fistula,5,0.0,5.0,0.0,1.0
2222,head bleed ,5,0.0,5.0,0.0,1.0
2230,sdh/sah,5,0.0,5.0,0.0,1.0
2297,abdominal pain/fever,5,0.0,5.0,0.0,1.0
2311,clotted av fistula,5,0.0,5.0,0.0,1.0
2312,splenic infarct,5,0.0,5.0,0.0,1.0
2321,meningitis,5,0.0,5.0,0.0,1.0
2326,liver pain,5,0.0,5.0,0.0,1.0
2336,l foot cellulitis,5,0.0,5.0,0.0,1.0
2348,carotid dissection,5,0.0,5.0,0.0,1.0
2369,necrotic toes,5,0.0,5.0,0.0,1.0
2380,r hand infection,5,0.0,5.0,0.0,1.0
2409,bilat pna,5,0.0,5.0,0.0,1.0
2412,eu critical/unresponsive,5,0.0,5.0,0.0,1.0
2418,subdural,5,0.0,5.0,0.0,1.0
2421,abnormal u/s,5,0.0,5.0,0.0,1.0
2424,diaphoretic,5,0.0,5.0,0.0,1.0
2426,p.e,5,0.0,5.0,0.0,1.0
2427,worsening sob,5,0.0,5.0,0.0,1.0
2441,ruptured aaa,5,0.0,5.0,0.0,1.0
2449,b pleural effusion,5,0.0,5.0,0.0,1.0
2453,right leg cellulitis,5,0.0,5.0,0.0,1.0
2461,gall stones,5,0.0,5.0,0.0,1.0
2463,encephalopathy,5,0.0,5.0,0.0,1.0
2466,+ pe,5,0.0,5.0,0.0,1.0
2485,syncopal episodes,5,0.0,5.0,0.0,1.0
2498,sob/abd pain,5,0.0,5.0,0.0,1.0
2509,pulmonary embolus,5,0.0,5.0,0.0,1.0
2511,s/p cva,5,0.0,5.0,0.0,1.0
2514,cholangitis,5,0.0,5.0,0.0,1.0
2515,increased seizures,5,0.0,5.0,0.0,1.0
2521,bleeding trach,5,0.0,5.0,0.0,1.0
2531,drowning,5,0.0,5.0,0.0,1.0
2535,pulseless left foot,4,0.0,4.0,0.0,1.0
2542,"dizziness,nausea",4,0.0,4.0,0.0,1.0
2547,fistula malfunction,4,0.0,4.0,0.0,1.0
2548,right arm eval,4,0.0,4.0,0.0,1.0
2549,leaking aaa,4,0.0,4.0,0.0,1.0
2551,splenic hematoma,4,0.0,4.0,0.0,1.0
2556,dilated cbd,4,0.0,4.0,0.0,1.0
2570,pulmonary edema,4,0.0,4.0,0.0,1.0
2574,lethargic ,4,0.0,4.0,0.0,1.0
2589,heel ulcer,4,0.0,4.0,0.0,1.0
2602,+ uti,4,0.0,4.0,0.0,1.0
2606,post cardiac arrest,4,0.0,4.0,0.0,1.0
2614,thoracic aneurysm,4,0.0,4.0,0.0,1.0
2616,ascities,4,0.0,4.0,0.0,1.0
2617,trauma stat,4,0.0,4.0,0.0,1.0
2630,rib fractures,4,0.0,4.0,0.0,1.0
2636,chb,4,0.0,4.0,0.0,1.0
2664,osteomylitis,4,0.0,4.0,0.0,1.0
2676,ekg changes ,4,0.0,4.0,0.0,1.0
2693,abnormal lab value,4,0.0,4.0,0.0,1.0
2720,central abdominal pain,4,0.0,4.0,0.0,1.0
2722,r carotid artery dissection,4,0.0,4.0,0.0,1.0
2733,cp/fever,4,0.0,4.0,0.0,1.0
2737,l tib/fib fx,4,0.0,4.0,0.0,1.0
2751,?chf,4,0.0,4.0,0.0,1.0
2752,abd labs,4,0.0,4.0,0.0,1.0
2757,wound infx,4,0.0,4.0,0.0,1.0
2758,ms changes ,4,0.0,4.0,0.0,1.0
2761,dypsnea,4,0.0,4.0,0.0,1.0
2762,sah transfer,4,0.0,4.0,0.0,1.0
2772,acute cholecystitis,4,0.0,4.0,0.0,1.0
2774,low plts,4,0.0,4.0,0.0,1.0
2786,? pneumonia,4,0.0,4.0,0.0,1.0
2794,fb ingestion,4,0.0,4.0,0.0,1.0
2809,left leg fx,4,0.0,4.0,0.0,1.0
2810,respitory distress,4,0.0,4.0,0.0,1.0
2812,r/o endocarditis,4,0.0,4.0,0.0,1.0
2820,tylenol overdose,4,0.0,4.0,0.0,1.0
2826,?stemi,4,0.0,4.0,0.0,1.0
2830,bilat pe's,4,0.0,4.0,0.0,1.0
2850,+appy,4,0.0,4.0,0.0,1.0
2852,aspiration pneumonia,4,0.0,4.0,0.0,1.0
2858,thoracic aortic aneurysm,4,0.0,4.0,0.0,1.0
2871,r side weakness,4,0.0,4.0,0.0,1.0
2882,low wbc,4,0.0,4.0,0.0,1.0
2892,aki,4,0.0,4.0,0.0,1.0
2898,r elbow fx,4,0.0,4.0,0.0,1.0
2899,?sepsis,4,0.0,4.0,0.0,1.0
2901,change mental status,4,0.0,4.0,0.0,1.0
2903,abd dist,4,0.0,4.0,0.0,1.0
2912,pleural effusions,4,0.0,4.0,0.0,1.0
2918,ich transfer,4,0.0,4.0,0.0,1.0
2922,epidural hematoma,4,0.0,4.0,0.0,1.0
2926,anuria,4,0.0,4.0,0.0,1.0
2935,malnutrition,4,0.0,4.0,0.0,1.0
2936,abd pain/sbo,4,0.0,4.0,0.0,1.0
2940,lower gi bleed,4,0.0,4.0,0.0,1.0
2941,low sodium,4,0.0,4.0,0.0,1.0
2945,traumatic arrest,4,0.0,4.0,0.0,1.0
2947,failed stress,4,0.0,4.0,0.0,1.0
2958,peritonitis,4,0.0,4.0,0.0,1.0
2962,febrile,4,0.0,4.0,0.0,1.0
2964,change of ms,4,0.0,4.0,0.0,1.0
2972,chrons flare,4,0.0,4.0,0.0,1.0
2985,tib fib fx,4,0.0,4.0,0.0,1.0
2987,abnomal labs,4,0.0,4.0,0.0,1.0
2989,pulm edema,4,0.0,4.0,0.0,1.0
2990,petechiae,4,0.0,4.0,0.0,1.0
2995,pe's,4,0.0,4.0,0.0,1.0
3002,low o2 sat,4,0.0,4.0,0.0,1.0
3005,lower extremity redness,4,0.0,4.0,0.0,1.0
3007,cardiac tamponade,4,0.0,4.0,0.0,1.0
3010,sob/hypoxia,4,0.0,4.0,0.0,1.0
3012,graft eval,4,0.0,4.0,0.0,1.0
3028,ecg changes,4,0.0,4.0,0.0,1.0
3029,on chemo,4,0.0,4.0,0.0,1.0
3037,fever/uti,4,0.0,4.0,0.0,1.0
3051,left femur fracture,4,0.0,4.0,0.0,1.0
3058,bilat pe,4,0.0,4.0,0.0,1.0
3074,fall down stairs,4,0.0,4.0,0.0,1.0
3097,perforated esophagus,4,0.0,4.0,0.0,1.0
3099,+ appe,4,0.0,4.0,0.0,1.0
3140,low oxygen saturation,3,0.0,3.0,0.0,1.0
3141,dizziness/headache,3,0.0,3.0,0.0,1.0
3145,worsening renal function,3,0.0,3.0,0.0,1.0
3147,post op wound eval,3,0.0,3.0,0.0,1.0
3155,hypotention,3,0.0,3.0,0.0,1.0
3163,thalmic bleed,3,0.0,3.0,0.0,1.0
3165,+bc,3,0.0,3.0,0.0,1.0
3175,r/o urosepsis,3,0.0,3.0,0.0,1.0
3178,l leg fx,3,0.0,3.0,0.0,1.0
3182,weakness/lethargy,3,0.0,3.0,0.0,1.0
3191,cerebellar bleed,3,0.0,3.0,0.0,1.0
3197,polysubstance od,3,0.0,3.0,0.0,1.0
3199,empyema,3,0.0,3.0,0.0,1.0
3215,right leg fx,3,0.0,3.0,0.0,1.0
3220,s/p liver transplant,3,0.0,3.0,0.0,1.0
3221,gi bleed transfer,3,0.0,3.0,0.0,1.0
3230,ketoacidosis,3,0.0,3.0,0.0,1.0
3235,unable to move legs,3,0.0,3.0,0.0,1.0
3238,abnormal labs and ct,3,0.0,3.0,0.0,1.0
3240,decreased ostomy output,3,0.0,3.0,0.0,1.0
3250,pulseless r foot,3,0.0,3.0,0.0,1.0
3274,abnormal stress test,3,0.0,3.0,0.0,1.0
3285,weakness/cough,3,0.0,3.0,0.0,1.0
3291,worsening infx,3,0.0,3.0,0.0,1.0
3301,abnormal gait,3,0.0,3.0,0.0,1.0
3312,sob/edema,3,0.0,3.0,0.0,1.0
3316,cellulitis left leg,3,0.0,3.0,0.0,1.0
3318,positive blood culture,3,0.0,3.0,0.0,1.0
